time,last_timestamp_in_pcap,opened_connections,closed_connections,stalled_connections,ongoing_connections,avg_duration,bytes_in,pkg_in_0-100,pkg_in_100-200,pkg_in_200-300,pkg_in_300-400,pkg_in_400-500,pkg_in_500-600,pkg_in_600-700,pkg_in_700-800,pkg_in_800-900,pkg_in_900-1000,pkg_in_1000-1100,pkg_in_1100-1200,pkg_in_1200-1300,pkg_in_1300-1400,pkg_in_1400-1500,pkg_in_1500-1600,bytes_out,pkg_out_0-100,pkg_out_100-200,pkg_out_200-300,pkg_out_300-400,pkg_out_400-500,pkg_out_500-600,pkg_out_600-700,pkg_out_700-800,pkg_out_800-900,pkg_out_900-1000,pkg_out_1000-1100,pkg_out_1100-1200,pkg_out_1200-1300,pkg_out_1300-1400,pkg_out_1400-1500,pkg_out_1500-1600,avg_bytes_in,avg_bytes_out,ttl_changes_in,ttl_changes_out
2018-03-20 13:04:18.107020,1520948052.377053,0,0,0,2,1.5213719606399536,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7769.75,26,0,1,4,2,0,0,0,0,3,1,2,0,3,33,0,0.0,634.58,0,75
2018-03-20 13:04:18.129228,1520948052.87706,0,0,0,2,1.5435792207717896,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6581.875,23,0,0,0,7,4,1,3,0,0,0,0,0,3,27,0,0.0,598.0217391304348,0,68
2018-03-20 13:04:18.153323,1520948053.378465,0,0,0,2,1.5676759481430054,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7343.5,28,2,2,2,0,0,2,2,1,1,2,1,0,1,32,0,0.0,623.4166666666666,0,76
2018-03-20 13:04:18.172362,1520948053.878922,0,0,0,2,1.5867551565170288,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5523.625,24,0,2,1,1,1,1,2,1,0,0,0,3,4,20,0,0.0,592.773923444976,0,60
2018-03-20 13:04:18.190879,1520948054.37922,0,0,0,2,1.6052294969558716,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6217.0,17,1,2,1,2,2,1,1,0,2,1,1,1,1,26,0,0.0,607.5714285714286,0,59
2018-03-20 13:04:18.204879,1520948054.879556,0,0,0,2,1.6192294359207153,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3134.25,18,0,0,0,0,1,4,0,2,5,3,0,0,1,7,0,0.0,550.7391304347826,0,41
2018-03-20 13:04:18.217486,1520948055.379928,0,0,0,2,1.6318341493606567,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3318.25,16,0,0,0,0,0,1,2,2,6,1,2,0,2,7,0,0.0,585.0,0,39
2018-03-20 13:04:18.231232,1520948055.880195,0,0,0,2,1.6455789804458618,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3357.75,20,0,0,0,0,1,1,1,2,4,3,3,0,1,7,0,0.0,587.3869565217391,0,43
2018-03-20 13:04:18.247808,1520948056.38136,0,0,0,2,1.6621567010879517,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4847.75,20,0,0,0,0,0,2,4,0,1,1,4,2,3,14,0,0.0,634.9548387096775,0,51
2018-03-20 13:04:18.261813,1520948056.881666,0,0,0,2,1.676162600517273,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3730.0,21,0,0,0,0,1,1,0,2,2,1,4,2,2,9,0,0.0,624.952380952381,0,45
2018-03-20 13:04:18.332971,1520948057.382183,0,0,0,2,1.7473324537277222,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5317.25,17,0,0,1,2,2,2,0,1,0,2,2,2,1,20,0,0.0,621.0571428571428,0,52
2018-03-20 13:04:18.358773,1520948057.882337,0,0,0,2,1.7731274366378784,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5861.25,21,0,2,1,1,2,4,1,1,2,1,0,0,2,23,0,0.0,598.6107142857144,0,61
2018-03-20 13:04:18.379395,1520948058.38371,0,0,0,2,1.7937453985214233,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5029.5,24,1,0,1,0,1,10,0,0,0,0,1,0,2,19,0,0.0,568.6932367149759,0,59
2018-03-20 13:04:18.401882,1520948058.916193,0,0,0,2,1.8162370920181274,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6057.0,25,1,0,0,2,1,1,3,2,0,0,2,2,3,22,0,0.0,616.4,0,64
2018-03-20 13:04:18.417643,1520948059.41689,0,0,0,2,1.8319956064224243,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3615.0,20,0,0,0,0,1,1,8,3,0,1,1,0,1,10,0,0.0,562.2923076923078,0,46
2018-03-20 13:04:18.437931,1520948059.917521,0,0,0,2,1.8522807359695435,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5389.0,26,1,0,1,0,0,5,7,0,0,1,0,0,2,20,0,0.0,590.8045738045738,0,63
2018-03-20 13:04:18.453732,1520948060.418328,0,0,0,2,1.8680816888809204,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200.625,22,0,0,0,0,1,5,1,1,0,3,1,1,2,13,0,0.0,605.8944805194806,0,50
